Target Gene,Target Gene (Entrez Gene ID),mir_target
BEND4,389206,1
FAM208B,54906,1
BAG3,9531,1
ZNF133,7692,0
RBM3,5935,1
MEAF6,64769,1
NFKBIE,4794,1
CDCA3,83461,1
PPT1,5538,1
KDM4A,9682,1
MIR22HG,84981,0
COX7A2L,9167,1
C17orf53,78995,0
NRDC,4898,1
POLR2H,5437,1
QARS,5859,1
INPP5K,51763,0
CCL27,10850,0
TAS2R10,50839,0
CHST7,56548,0
SLC35C1,55343,1
PRR14,78994,0
ATP1A3,478,1
AOX1,316,0
CISH,1154,1
GADD45GIP1,90480,1
ARFRP1,10139,0
FKBP9P1,360132,0
FAM114A2,10827,0
CPB2,1361,0
CCDC25,55246,1
POLR2F,5435,1
RNF24,11237,1
FOLH1,2346,0
BLNK,29760,0
MNDA,4332,0
RABGGTA,5875,0
TXK,7294,1
SCN2A,6326,0
PDE11A,50940,1
MCTP2,55784,0
ADM,133,1
SPRR1A,6698,0
PKN1,5585,1
COPZ2,51226,0
CYP2D6,1565,0
SMG6,23293,1
CIB1,10519,1
MAP1LC3C,440738,0
GABRA3,2556,1
PCCA,5095,1
MLNR,2862,1
PARP6,56965,1
REPIN1,29803,1
MT1HL1,645745,0
ZNF195,7748,1
MFSD9,84804,1
PNKP,11284,0
DPPA4,55211,1
MB,4151,0
RAMP2-AS1,100190938,0
SND1,27044,1
FBXL6,26233,0
FCGR1B,2210,0
ARNT2,9915,1
PDLIM1,9124,1
DGKZ,8525,1
FCN2,2220,1
FAM3A,60343,1
RBMS2,5939,1
ENDOG,2021,0
LRFN3,79414,0
WFDC6,140870,1
SEM1,7979,1
WDHD1,11169,1
JOSD1,9929,1
RNASEH1,246243,1
HSPA12A,259217,1
USP6,9098,1
CD28,940,1
TMX4,56255,1
SAFB,6294,1
DRD3,1814,0
TTI2,80185,1
CD248,57124,1
MEGF8,1954,1
ZNHIT1,10467,0
PCDHA11,56138,1
PAQR4,124222,1
RNF187,149603,1
DHODH,1723,1
NDUFS8,4728,0
RTCB,51493,1
THAP10,56906,1
KCTD9,54793,0
PRY2,442862,1
UBB,7314,1
SEC61A2,55176,1
FAHD2B,151313,0
TOP2B,7155,1
SPECC1L,23384,1
MED9,55090,1
POTEJ,653781,0
CACNA1S,779,0
IL22RA1,58985,0
CTSV,1515,1
WDR25,79446,1
IFIH1,64135,1
HDAC5,10014,1
ABCA6,23460,1
SRP9P1,653226,0
LCAT,3931,1
TCN1,6947,0
PCOTH,542767,0
CXCL6,6372,1
GHSR,2693,1
C1orf216,127703,1
ZNF584,201514,1
ANKRD36BP1,84832,0
GREB1L,80000,1
GABRB3,2562,1
ZNF136,7695,1
KIF21B,23046,1
ICE1,23379,0
GSR,2936,1
GALK1,2584,1
APOO,79135,0
COQ9,57017,0
TSFM,10102,1
GRTP1,79774,1
RPGRIP1,57096,0
GATA2,2624,1
RAB3A,5864,1
OXSR1,9943,1
METRN,79006,1
HAGH,3029,1
SERPINI2,5276,0
TCEAL9,51186,1
CLSTN2,64084,1
IL1R2,7850,0
ETV4,2118,0
IL7R,3575,1
PNOC,5368,0
RAD51D,5892,1
CSPG5,10675,1
DDX25,29118,0
ADRA2A,150,0
IKZF1,10320,1
FKBP9,11328,1
BMP8B,656,1
TRMT2A,27037,1
PODNL1,79883,0
SLC3A2,6520,1
KRTAP5-7,440050,0
MBIP,51562,1
GPR183,1880,1
RPLP1,6176,1
EIF1AX,1964,1
CNTRL,11064,1
CDK5R1,8851,1
PACRG,135138,0
SUGCT,79783,0
CH25H,9023,0
SUPT3H,8464,1
ALG9,79796,1
C18orf25,147339,1
CCR6,1235,1
CASD1,64921,1
GALNT11,63917,1
RTL8A,26071,1
STOML2,30968,1
EBNA1BP2,10969,1
GRHL2,79977,1
DHX30,22907,1
NDUFA5,4698,1
DSC1,1823,1
C9orf16,79095,0
CNTFR,1271,1
TMPRSS11E,28983,0
POTEG,404785,1
TNFSF15,9966,1
DPM1,8813,1
SETD5,55209,1
EPPIN,57119,1
LAMP3,27074,1
CEP85,64793,1
TEAD3,7005,1
TRIOBP,11078,1
CYP11B2,1585,1
ZNF480,147657,1
GGH,8836,0
GABARAP,11337,1
SLC25A28,81894,1
IRGC,56269,0
SFMBT1,51460,1
TRIM6,117854,1
MTCH2,23788,1
FKRP,79147,1
EXT2,2132,1
ZKSCAN7,55888,1
MRPS16,51021,1
DTNB,1838,1
SLC17A6,57084,0
PER3,8863,1
CCDC144A,9720,1
NTNG1,22854,1
MTCP1,4515,0
JAM2,58494,1
PRR5L,79899,1
TRPC4,7223,1
GSPT2,23708,0
UNC13A,23025,1
NOX3,50508,0
TASP1,55617,1
PSMB7,5695,1
ZNF551,90233,1
GDF11,10220,1
ELOA2,51224,0
FGGY,55277,0
OAZ2,4947,1
GKN1,56287,0
TULP2,7288,0
ZNF839,55778,0
TRPM1,4308,1
RELB,5971,0
NOP10,55505,1
SCO2,9997,1
GREM2,64388,1
CYP27B1,1594,1
DERA,51071,1
PRYP3,442865,0
GNB3,2784,0
PARK7,11315,1
GAL3ST1,9514,0
B3GALT1,8708,0
FES,2242,1
GPR39,2863,0
TRIM17,51127,1
CCNB1IP1,57820,1
MAP4K3,8491,1
TSGA10,80705,0
UXT,8409,1
TNFRSF11A,8792,1
KCNF1,3754,0
NDUFB1,4707,0
HSF1,3297,1
EXOC6B,23233,1
TMEM62,80021,1
PCSK1,5122,1
RPS6KC1,26750,0
IL12A,3592,1
MYOG,4656,0
HEXB,3074,0
TMPRSS6,164656,1
PPIC,5480,1
TINF2,26277,0
NKX2-5,1482,1
DUSP14,11072,1
GABRG3,2567,0
IGFLR1,79713,0
FTH1,2495,1
HSD17B14,51171,0
DPF3,8110,1
USP20,10868,0
CYP4F8,11283,0
ABCG4,64137,1
P2RX2,22953,0
LYZ,4069,1
HTT,3064,1
APOF,319,1
PRR7,80758,1
SLC28A1,9154,1
NDUFB11,54539,1
COASY,80347,1
GALR3,8484,0
PHF24,23349,0
DEC1,50514,0
EMSY,56946,1
LRRC20,55222,1
CYTH2,9266,1
SLAMF1,6504,1
FKTN,2218,1
CACNB4,785,0
CA2,760,1
CEMP1,752014,0
SDHB,6390,1
POU4F1,5457,1
S100A7,6278,0
AK4,205,1
TAGLN3,29114,0
SLC2A6,11182,1
UFC1,51506,1
CHST15,51363,1
BATF3,55509,0
ZNF468,90333,1
CCNL2,81669,1
AMDHD2,51005,1
CCT7,10574,1
SOX3,6658,1
ZNHIT2,741,0
NXPH4,11247,1
SCARA3,51435,1
RUVBL1,8607,1
FAM193A,8603,1
GALR2,8811,0
WASHC3,51019,0
ISOC2,79763,1
WARS,7453,1
SV2B,9899,1
BRD8,10902,1
KCNA5,3741,1
ARMC8,25852,1
TSHB,7252,0
EIF4A3,9775,1
GRB14,2888,0
ANXA3,306,0
GPR1,2825,0
ACE2,59272,0
GUSB,2990,1
MTERF4,130916,1
TDRD7,23424,1
FAM107B,83641,1
CRYZ,1429,1
HLA-DQB2,3120,1
UGT2A1,10941,1
COX8A,1351,1
SLC6A14,11254,0
OAZ1,4946,1
NUDC,10726,1
DHRS11,79154,1
RPL6,6128,1
PSMD5,5711,1
RNASE6,6039,0
TAS2R9,50835,0
MAGIX,79917,0
ITGAX,3687,1
CAMKMT,79823,0
LAMA3,3909,1
BATF,10538,0
VPREB1,7441,1
SMS,6611,1
TUBGCP4,27229,1
INSL4,3641,1
EDN2,1907,1
KIAA1324,57535,1
FRS3,10817,0
CASP4,837,0
SNURF,8926,0
CDK2AP2,10263,1
LDB2,9079,1
GPNMB,10457,1
TOX,9760,1
CHMP7,91782,1
INPP5B,3633,1
ALPK3,57538,1
DNAJC6,9829,1
S100A7A,338324,1
PBLD,64081,1
TBC1D13,54662,1
SSH2,85464,1
PRSS16,10279,1
ABCD4,5826,1
NT5DC2,64943,1
ST18,9705,1
ENOX1,55068,1
TRIP6,7205,1
TAS2R13,50838,0
SRPX,8406,0
GLRX2,51022,1
LIG1,3978,1
RAB3GAP1,22930,1
ADAM29,11086,0
TMSB15A,11013,0
MPC1,51660,1
SIPA1,6494,1
PHKA2,5256,1
SLC38A6,145389,0
SLFN12,55106,1
COA4,51287,1
MPC2,25874,0
C1QB,713,0
PIM2,11040,1
NAT1,9,1
ZNF423,23090,1
PEX11A,8800,1
KANSL3,55683,1
SI,6476,0
ATP6AP1,537,1
PDCL3,79031,1
MAGEA11,4110,0
FMO3,2328,0
ARHGEF5,7984,1
TRAPPC6A,79090,1
CDH9,1007,0
DVL3,1857,1
DHX35,60625,1
FZD5,7855,1
TMEM50A,23585,1
CES3,23491,1
SLC30A10,55532,1
MPHOSPH8,54737,1
ARL4A,10124,1
CYLC2,1539,1
SFRP4,6424,1
VRK1,7443,1
NOP56,10528,1
SNRPB2,6629,1
DDHD2,23259,1
GNPAT,8443,1
PUM3,9933,1
SCML1,6322,0
TOMM22,56993,1
HBQ1,3049,0
PSMD1,5707,1
ADRM1,11047,1
ACD,65057,0
RCE1,9986,1
SUMO3,6612,0
TYMSOS,494514,0
MIS18A,54069,1
GLYR1,84656,1
ACTL6A,86,1
SLC29A4,222962,1
GYG2,8908,1
EXOSC8,11340,0
DCAF4,26094,1
VPS25,84313,0
PHOSPHO2,493911,0
ARHGEF7,8874,1
KIAA0100,9703,1
KHNYN,23351,1
ADD1,118,1
PPM1F,9647,1
CCDC58,131076,1
BCL2L12,83596,1
PER2,8864,1
RRP12,23223,1
CWC27,10283,1
ALG5,29880,0
GTF3C2,2976,1
CCAR1,55749,1
MRPL40,64976,1
EIF4H,7458,1
UQCC1,55245,1
NKD1,85407,1
TUBGCP2,10844,1
RHOT2,89941,1
AAMP,14,1
KLHDC3,116138,1
C15orf39,56905,1
TMEM209,84928,1
DEDD,9191,1
ZNF317,57693,1
NOTUM,147111,0
PCGF6,84108,1
CHD8,57680,1
OGFR,11054,1
ALG1,56052,1
PCK2,5106,1
SERGEF,26297,1
FAM234A,83986,1
ZMYND19,116225,1
CHFR,55743,1
NEDD4L,23327,1
MRPL27,51264,0
NUBPL,80224,1
MRPS22,56945,0
RFWD2,64326,1
UBC,7316,1
PRKACA,5566,1
PDHA1,5160,1
SOGA1,140710,1
FRAT2,23401,1
PHIP,55023,1
COL5A2,1290,1
DDR2,4921,1
GNE,10020,1
EDIL3,10085,1
DTX3L,151636,1
SLAIN2,57606,1
HPS5,11234,0
ZBTB47,92999,1
ELOVL4,6785,1
CD47,961,1
KBTBD7,84078,1
TXLNGY,246126,0
SNRNP48,154007,1
EXOC8,149371,1
PDGFD,80310,1
SAMD5,389432,1
RASEF,158158,1
HERPUD2,64224,1
RASGRP3,25780,1
USP7,7874,1
CLCN5,1184,1
ELOVL7,79993,1
POLR3B,55703,1
CCDC34,91057,0
MALT1,10892,1
ZNF367,195828,1
NR2C2,7182,1
LMBR1,64327,1
TUBGCP5,114791,1
MOXD1,26002,1
IPP,3652,1
MRPS10,55173,1
FBXL17,64839,1
ARMCX3,51566,1
SERPINI1,5274,1
FKBP5,2289,1
ZMYM2,7750,1
TRIM33,51592,1
RAPGEF6,51735,1
TSNAX,7257,1
TRAPPC2,6399,1
RPS6KA3,6197,1
LRRC57,255252,1
GXYLT2,727936,1
NCSTN,23385,1
MRAP2,112609,0
MYCBP2,23077,1
YME1L1,10730,1
ZNF667,63934,1
CCT6P1,643253,0
DYNC1LI2,1783,1
SPTLC3,55304,1
TMEM56,148534,1
ZFYVE16,9765,1
VPS13A,23230,1
EIF5,1983,1
ABCD3,5825,0
PKNOX1,5316,1
PURB,5814,1
ADGRG2,10149,0
AUTS2,26053,1
STXBP5,134957,0
KIFAP3,22920,1
SPG11,80208,1
ZNF587,84914,1
DSE,29940,1
CEP97,79598,1
DCAF10,79269,1
SEMA5A,9037,1
FBXL2,25827,1
SNX30,401548,1
PREPL,9581,1
ARHGEF12,23365,1
ATP11B,23200,1
SLC31A1,1317,1
DLG1,1739,1
PLD1,5337,1
ZYG11B,79699,1
PRPF39,55015,0
ACBD5,91452,1
ZNF532,55205,1
WDR7,23335,1
PTGFR,5737,1
CEP152,22995,1
SAR1A,56681,1
SCRN1,9805,1
WNK3,65267,1
SLK,9748,1
CENPN,55839,1
PATL1,219988,1
XYLT2,64132,1
NDUFB2,4708,1
TBC1D25,4943,1
AP3S2,10239,1
STEAP2,261729,1
CEP350,9857,1
C11orf96,387763,0
SEMA4C,54910,1
C12orf66,144577,1
SAMD1,90378,1
DAAM2,23500,1
MBOAT7,79143,1
USP37,57695,1
SEMA6B,10501,1
ZNF521,25925,0
TAF4,6874,1
ATXN7L1,222255,1
DPYSL2,1808,1
MID1,4281,1
SLC36A1,206358,1
KIAA0907,22889,1
DCUN1D3,123879,1
GABPA,2551,1
PCNP,57092,1
HNRNPR,10236,1
ZNF33A,7581,1
ZNF708,7562,1
UBE2G1,7326,1
UBL5,59286,1
GAB1,2549,1
HSPB2,3316,1
SRP68,6730,1
RPL10,6134,1
COA7,65260,1
RPS27,6232,1
TRMT10C,54931,1
RPL4,6124,1
NOC4L,79050,1
EEF1G,1937,1
INTS5,80789,1
MRPS31,10240,0
RPL12,6136,1
MRPL1,65008,0
RPL27A,6157,1
DNTTIP2,30836,1
WDR18,57418,1
DDX52,11056,1
ELP3,55140,1
XKR8,55113,0
FNTA,2339,0
TMEM126A,84233,0
PCMT1,5110,1
RBM6,10180,1
TBRG1,84897,1
TIMM10B,26515,1
TPT1,7178,1
TACO1,51204,1
RPL9,6133,1
TUBB,203068,1
PDF,64146,1
NAA10,8260,1
STX4,6810,1
LMF2,91289,1
SYF2,25949,1
ENY2,56943,0
WDR43,23160,1
LAMTOR1,55004,1
MDN1,23195,1
USP9X,8239,1
C8orf44,56260,0
NCKAP5L,57701,1
BCAS2,10286,1
NDUFA9,4704,1
WDR3,10885,1
UTP4,84916,1
UTP23,84294,0
DDX41,51428,1
SGTA,6449,1
RPL10L,140801,0
FASTKD2,22868,0
MAIP1,79568,0
PLRG1,5356,1
SRP72,6731,1
BZW1,9689,1
DLD,1738,1
TBRG4,9238,1
RBM15B,29890,1
COMMD10,51397,0
HSPA9,3313,1
SLC25A6,293,1
CLNS1A,1207,1
MRM3,55178,1
MRPL3,11222,1
EEF1A1,1915,1
NOL11,25926,1
RANGAP1,5905,1
RPL5,6125,1
CLASP1,23332,1
EIF5B,9669,1
AHCYL2,23382,1
TUBA1C,84790,1
HYAL3,8372,0
RPS2,6187,1
RMDN1,51115,1
SPATA5,166378,1
EARS2,124454,1
CCT6B,10693,1
COMT,1312,1
SLIRP,81892,1
DNAJC15,29103,1
ANKLE2,23141,1
DMAP1,55929,1
SUPT16H,11198,1
COPS5,10987,1
TTC1,7265,1
MRPS25,64432,1
RPLP0,6175,1
PPP2R1A,5518,1
SPRYD3,84926,1
DCAF13,25879,1
DAP3,7818,1
PEX14,5195,1
IDH3A,3419,1
EDC4,23644,1
NDUFAF4,29078,0
EIF2A,83939,1
EEF2,1938,1
RPS12,6206,1
CNOT7,29883,1
RCL1,10171,1
SDHAF2,54949,1
YARS2,51067,1
POLR3A,11128,1
CHP1,11261,1
YIPF4,84272,1
COA6,388753,0
HSPH1,10808,1
PDIA6,10130,1
TRAP1,10131,1
DDX31,64794,1
TRUB2,26995,1
ELAC2,60528,1
HEATR1,55127,1
RPL13,6137,1
AFG3L2,10939,0
PELO,53918,1
UTP3,57050,1
CDCA8,55143,1
RPL30,6156,1
MTHFD1L,25902,1
CXorf40B,541578,1
DHX37,57647,1
PSMC2,5701,1
NEMF,9147,0
MRRF,92399,1
POLDIP2,26073,1
RPS25,6230,1
GLT8D1,55830,0
RPL3,6122,1
EIF3H,8667,1
LYAR,55646,0
RPL21,6144,1
RRP9,9136,1
LSG1,55341,1
AAAS,8086,1
MRPS23,51649,1
MARS,4141,1
SRP19,6728,1
UQCC3,790955,1
IWS1,55677,1
PVR,5817,1
RPSA,3921,1
SCAF4,57466,1
C17orf75,64149,1
CASK,8573,1
RPL14,9045,1
TMEM189-UBE2V1,387522,1
RPL31,6160,1
ARG2,384,1
STIP1,10963,1
IPO11,51194,1
RPS3A,6189,1
MRPL21,219927,1
LAMTOR4,389541,1
KIN,22944,1
POLR1C,9533,0
MRPS35,60488,1
GARS,2617,1
NACA,4666,1
ZRANB2,9406,1
IARS,3376,1
FAM189B,10712,1
CDS2,8760,1
TOX4,9878,1
FAM168A,23201,1
ATXN7L3,56970,1
DLK1,8788,1
NKX2-1,7080,1
SLC5A5,6528,1
TG,7038,1
CPNE1,8904,1
BUB3,9184,1
TBC1D9B,23061,1
HOMER1,9456,1
RALGAPB,57148,1
ZNF526,116115,1
ISL1,3670,1
LIN52,91750,1
ZNF280B,140883,1
PIH1D1,55011,0
CCNK,8812,1
POLR1A,25885,1
MPG,4350,1
DDX49,54555,1
CMC1,152100,0
TMEM201,199953,1
ACPP,55,1
XPO5,57510,1
GSPT1,2935,1
PCYT1B,9468,1
BZW2,28969,1
DLAT,1737,1
QRSL1,55278,1
SDAD1,55153,1
SP100,6672,1
NSMCE4A,54780,0
PAAF1,80227,0
MRPL47,57129,0
DHX16,8449,1
UBE2M,9040,1
FAM213A,84293,1
UBAP2L,9898,1
VPS51,738,1
TOE1,114034,1
PTCD1,26024,1
COX7B,1349,1
NUP35,129401,1
NOL6,65083,1
UBXN8,7993,0
PARVB,29780,1
MTFP1,51537,1
DIAPH1,1729,1
EIF2B3,8891,1
CHD3,1107,1
CENPB,1059,1
APRT,353,1
GYS2,2998,1
REEP4,80346,1
NDUFAF7,55471,1
ATG4B,23192,1
NUP214,8021,1
CLPX,10845,1
AHCTF1,25909,1
ORC4,5000,1
PYCR3,65263,1
ENG,2022,1
FOXRED1,55572,1
CENPV,201161,1
MIPEP,4285,0
DDX28,55794,1
DCD,117159,1
RRP7A,27341,1
LSM6,11157,0
PIGU,128869,0
CUL1,8454,1
TBC1D15,64786,1
NAF1,92345,1
LRRC47,57470,1
TRNT1,51095,1
SPR,6697,0
SLC25A12,8604,1
PITHD1,57095,1
EHD4,30844,1
PAPSS1,9061,1
PCYT1A,5130,1
ARHGAP17,55114,1
OSCP1,127700,1
SIRPA,140885,1
PTHLH,5744,1
SCARB1,949,1
TGFA,7039,1
FASN,2194,1
RPS3,6188,1
NAT9,26151,1
IDH3B,3420,1
FAM110D,79927,0
RUNDC1,146923,1
RPS23,6228,1
ZC3H18,124245,0
PPP2R5D,5528,1
FDX1L,112812,0
SH3KBP1,30011,1
RALBP1,10928,1
TRAPPC12,51112,0
PRRC2B,84726,1
MYL6,4637,0
CPZ,8532,0
COQ4,51117,0
ATP6,4508,0
SNRPA,6626,0
C11orf84,144097,1
SF3B5,83443,0
SHANK2,22941,1
MFSD14A,64645,1
RPS28,6234,1
PRR5,55615,0
PSMG4,389362,1
ARHGAP23,57636,0
RBM20,282996,1
SORCS2,57537,1
CTC1,80169,1
PBX4,80714,0
MYH10,4628,1
ARPC1A,10552,0
SMU1,55234,1
SLC2A1,6513,1
DDX1,1653,0
ZNF432,9668,1
RBBP6,5930,1
HNRNPAB,3182,1
KIAA1671,85379,1
NECAP1,25977,1
UBA1,7317,1
CES2,8824,1
RPS8,6202,0
TMUB1,83590,1
LTBP3,4054,0
RPL35A,6165,1
ALDH16A1,126133,0
FHOD3,80206,0
RPL7A,6130,0
DEF8,54849,1
RPS16,6217,1
PITRM1,10531,1
RUBCN,9711,1
HSCB,150274,0
L1TD1,54596,0
OR51E2,81285,1
GCN1,10985,0
FAM200B,285550,1
SYNRG,11276,1
FUT7,2529,0
BAZ2A,11176,1
TBX1,6899,0
RPL35,11224,1
ATIC,471,1
GRHPR,9380,0
TSPAN9,10867,1
RPL19,6143,1
ND5,4540,0
ZNF816,125893,0
CCNH,902,0
PARL,55486,1
TXN,7295,1
CYTB,4519,1
GLI3,2737,1
PREP,5550,0
ATP5A1,498,1
POLB,5423,0
SKP1,6500,1
ADD2,119,1
MDH2,4191,1
CDK5RAP2,55755,0
POLR3H,171568,0
COX1,4512,1
RPS5,6193,1
YWHAB,7529,1
COPE,11316,0
NUP133,55746,1
ATP5J,522,0
TXNL4A,10907,1
VDAC1,7416,1
CDIP1,29965,0
B4GALT7,11285,1
CFAP36,112942,0
TNXB,7148,0
TUT1,64852,0
ATXN7L3B,552889,1
NAT8L,339983,1
DLST,1743,0
CEP104,9731,1
NCOR1,9611,1
NUTF2,10204,1
SEPHS2,22928,1
DYNC1I2,1781,1
INPP4A,3631,1
CHN1,1123,0
SSRP1,6749,1
CELF1,10658,1
RPA1,6117,1
PEF1,553115,0
CYB5D1,124637,1
MINK1,50488,1
SYNJ2,8871,1
HCFC1,3054,1
RPS10,6204,0
IPO5,3843,1
OVCH2,341277,0
DCTN1,1639,0
GANAB,23193,1
DLX2,1746,1
PPP6R1,22870,1
MED29,55588,1
AGAP4,119016,0
RPS9,6203,1
TTYH3,80727,1
DHTKD1,55526,1
RNPS1,10921,1
NDUFS5,4725,1
KPNB1,3837,1
DPP3,10072,0
UQCRC1,7384,0
CECR2,27443,1
PCDHA2,56146,1
SEC14L1,6397,1
ND1,4535,1
TTL,150465,1
LSM14A,26065,1
COX3,4514,0
ZNF600,162966,0
SLC23A2,9962,0
ZNF581,51545,1
RNF103,7844,1
COX6B1,1340,1
TMEM256,254863,0
ND2,4536,0
ZNF507,22847,1
HOXC11,3227,1
TIMELESS,8914,1
ATN1,1822,0
CHCHD2,51142,1
ARF1,375,1
DNASE2,1777,1
ATF7IP,55729,1
ACLY,47,1
RITA1,84934,0
TANGO6,79613,0
LY6G5B,58496,1
DHX34,9704,0
TRPC4AP,26133,1
UBA52,7311,0
ZNF106,64397,1
ALS2CR12,130540,0
RTL6,84247,1
SORBS3,10174,1
KRT28,162605,0
CRISP3,10321,0
ADPRHL2,54936,0
PHRF1,57661,0
MYDGF,56005,1
PHC1,1911,1
OPA3,80207,1
NEU3,10825,1
SRCAP,10847,1
REXO2,25996,1
LRBA,987,0
SCAMP5,192683,1
HYPK,25764,1
ALS2,57679,0
LRIT1,26103,0
NAPEPLD,222236,1
KDM5C,8242,1
RUVBL2,10856,1
CLSTN3,9746,1
SAE1,10055,1
TUBG1,7283,1
ZNF687,57592,0
DDX23,9416,0
BET1L,51272,1
BRD2,6046,1
OTUD7B,56957,1
SIK2,23235,1
PRKRIP1,79706,1
NME2,4831,1
SLC16A13,201232,1
PRDX4,10549,0
PSMC5,5705,0
MTFR1,9650,1
TRPM5,29850,0
CCT4,10575,1
SPNS1,83985,1
UBE2A,7319,1
BLMH,642,1
KARS,3735,1
GLUD2,2747,1
CABIN1,23523,0
GIMAP8,155038,0
MBTPS2,51360,1
PSMB2,5690,1
SCAMP4,113178,1
TBX18,9096,1
ATXN2,6311,1
NDRG3,57446,1
ZNF629,23361,1
ITPR3,3710,0
TM9SF4,9777,1
ERCC2,2068,1
RBM27,54439,1
EHHADH,1962,1
RABL6,55684,0
RBM10,8241,1
PFKL,5211,1
RPL36A,6173,1
AKIP1,56672,1
ZBTB40,9923,1
ASTL,431705,0
ALDH1B1,219,1
HSPB8,26353,1
SIMC1,375484,0
PRPF6,24148,1
ABHD14B,84836,1
KIF4B,285643,0
ANGEL1,23357,1
CDC42EP1,11135,0
TRAPPC1,58485,1
GTPBP2,54676,1
CKS1B,1163,1
GRK5,2869,1
SGSH,6448,0
DYM,54808,1
XRCC6,2547,1
RPAIN,84268,0
KSR2,283455,1
ZNF77,58492,0
FAN1,22909,0
NDUFS2,4720,1
GLYCTK,132158,0
SH3BP2,6452,1
AMPD2,271,0
IKZF5,64376,1
SHB,6461,1
ZFP37,7539,1
CKB,1152,1
TMEM205,374882,0
TALDO1,6888,0
RPL26,6154,0
PXMP2,5827,0
TFDP1,7027,1
CANX,821,1
LMF1,64788,0
APEX1,328,1
CNOT2,4848,1
VARS,7407,0
ZNF703,80139,1
SGSM1,129049,1
SETD1A,9739,1
UNK,85451,1
PSMD3,5709,1
SDHA,6389,1
FEM1A,55527,1
ST3GAL2,6483,1
ND3,4537,0
LSM2,57819,1
PBX2,5089,1
EMC10,284361,1
FKBP4,2288,1
MCRIP2,84331,1
ACBD4,79777,0
ARFGEF3,57221,1
WDR46,9277,0
RAB35,11021,1
LYRM2,57226,1
MAGED1,9500,0
FOXJ2,55810,1
DNTTIP1,116092,0
SLC6A8,6535,1
TRAK2,66008,1
ISG20L2,81875,1
CAPN7,23473,1
LBX2,85474,0
CNBP,7555,1
PANK2,80025,1
RNF10,9921,1
GNL2,29889,0
CLEC5A,23601,1
ZNF134,7693,1
ZC3H7B,23264,1
SMARCA5,8467,1
DENR,8562,1
TMEM19,55266,1
COPB2,9276,1
URGCP,55665,1
NUDT5,11164,1
MVB12B,89853,1
OLA1,29789,1
FRAT1,10023,1
RNF181,51255,0
KIAA0586,9786,1
ACAA1,30,1
HTATSF1,27336,0
SPAG5,10615,1
EXPH5,23086,1
SUMO1,7341,1
STIM2,57620,1
IP6K1,9807,1
SLC20A2,6575,1
HDDC2,51020,1
VCPIP1,80124,1
EML5,161436,0
CD99,4267,1
LY6E,4061,1
YDJC,150223,1
HMCES,56941,0
ND6,4541,0
KLRG1,10219,0
ENSA,2029,1
HIRA,7290,0
C1orf115,79762,1
VIRMA,25962,0
CCDC117,150275,1
COL18A1,80781,1
SCAF8,22828,0
NOMO3,408050,0
TMEM120B,144404,1
UTP18,51096,1
FAM216A,29902,1
HIRIP3,8479,1
TRIM28,10155,1
RPL13A,23521,1
F2R,2149,1
ZNF330,27309,1
VAPB,9217,1
CDK11A,728642,1
CTIF,9811,1
TRAF3IP1,26146,1
KHDRBS1,10657,1
RPL22,6146,1
BEX3,27018,1
SH2B1,25970,1
RASL10B,91608,1
BRF1,2972,0
ZMIZ2,83637,1
EIF1AD,84285,1
CRAMP1,57585,1
CWC22,57703,0
MYH14,79784,1
CMYA5,202333,0
ZNF593,51042,0
TRAPPC11,60684,0
SNRNP200,23020,0
THRAP3,9967,1
ATP5I,521,0
BCDIN3D,144233,0
TARS,6897,1
TCAF1,9747,0
ABR,29,0
CATSPERG,57828,0
GSG1,83445,1
LGTN,100529141,0
SBF1,6305,1
TNFRSF13B,23495,1
FBRS,64319,1
LETMD1,25875,1
LARGE2,120071,0
TBCC,6903,0
CDR2L,30850,1
RC3H1,149041,1
MC4R,4160,0
HSPA8,3312,1
RNF126,55658,1
ZBTB11,27107,1
FAM72A,729533,0
DDX47,51202,1
INTS1,26173,1
RNF167,26001,1
C17orf51,339263,1
ARL9,132946,1
ECEL1,9427,0
RPL23A,6147,1
SLC25A5,292,1
USP30,84749,0
UCHL1,7345,1
TCF25,22980,0
USP2,9099,1
PRND,23627,1
PPIL4,85313,1
CSTB,1476,0
PRCC,5546,0
NOTCH2NL,388677,1
EIF5A,1984,1
KIAA1147,57189,1
SLC25A3,5250,0
ZNF174,7727,1
SAP18,10284,1
ATP5O,539,0
PTDSS1,9791,1
TAF11,6882,1
ZNF283,284349,1
CMTM8,152189,0
RNASEK,440400,1
TEX264,51368,0
MICU1,10367,0
CELSR2,1952,1
DCXR,51181,1
TSPAN17,26262,0
CDK16,5127,1
ARRDC2,27106,1
MRPL46,26589,0
TP53I13,90313,0
RPL18A,6142,1
PXK,54899,1
TDRKH,11022,1
ATP11A,23250,1
EPN1,29924,1
PIKFYVE,200576,1
WDR45B,56270,1
ZNF282,8427,1
GART,2618,0
ILKAP,80895,0
CDK12,51755,1
ABI3,51225,0
FAAP100,80233,0
KCTD11,147040,1
GDI2,2665,1
GPRASP2,114928,0
TMEM175,84286,1
FAM110A,83541,1
HINT1,3094,1
IRS4,8471,1
ZNF318,24149,1
HNRNPC,3183,1
SAMD4B,55095,1
ZSCAN18,65982,0
CHD5,26038,1
PPDPF,79144,1
HPCAL4,51440,0
ZNF256,10172,1
HOXD11,3237,1
PTGES3,10728,1
